Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%
Bajrang Finance,3,,511139,financeinvestments,"['11.16', '1.27', '0.48', '9.68', '0.55', '0.43', '0.34', '0.64', '-6.27', '0.09']","[1929.090909090909, 195.34883720930233, 41.17647058823528, 1412.4999999999998, 108.77192982456141, 377.77777777777777]","['0.17', '0.12', '0.16', '0.16', '0.13', '0.12', '0.13', '0.15', '0.07', '0.05']","[41.66666666666668, -25.000000000000007, 0.0, 23.076923076923077, 8.333333333333341, -7.692307692307699, -13.333333333333327, 114.28571428571426, 40.00000000000001]","[9.176470588235293, 1.5, 0.43750000000000006, 8.5, 0.6153846153846154, 0.5, 0.38461538461538464, 0.6, -12.571428571428571, 0.19999999999999998]","['1.56', '0.18', '0.07', '1.36', '0.08', '0.06', '0.05', '0.09', '-0.88', '0.01']","['-4.86', '1.46', '2.94', '5.79', '--']",[]
BASF,3,BASF,500042,chemicals,"['21.42', '-13.70', '-9.15', '-4.61', '12.01', '1.52', '0.25', '7.71', '20.07', '3.08']","[78.35137385512076, -1001.315789473684, -3760.0, -159.79247730220493, -40.15944195316393, -50.64935064935065]","['1345.87', '1068.88', '974.29', '1205.87', '1445.84', '1067.32', '941.48', '1053.09', '1356.80', '819.18']","[25.91404086520468, 9.708608319904767, -19.204391849867726, -16.597272173961162, 35.46452797661432, 13.366189403917229, -10.598334425357749, -22.384286556603776, 65.62904367782417]","[0.06889224070675475, -0.05550669860040416, -0.04063471861560727, -0.01654407191488303, 0.03595141924417639, 0.006146235430798636, 0.0011365084760164847, 0.031687700006647106, 0.06402564858490567, 0.016260162601626018]","['92.72', '-59.33', '-39.59', '-19.95', '51.98', '6.56', '1.07', '33.37', '86.87', '13.32']","['-15.45', '29.54', '26.35', '23.30', '27.22']",[]
Bata India,3,BATAINDIA,500043,leatherproducts,"['14.35', '3.92', '5.44', '6.07', '9.24', '6.13', '8.21', '5.85', '9.64', '5.98']","[55.3030303030303, -36.05220228384992, -33.73934226552984, 3.7606837606837717, -4.149377593360999, 2.508361204013369]","['679.85', '491.01', '536.73', '547.65', '621.59', '495.12', '554.06', '484.16', '572.13', '453.64']","[38.45950184313966, -8.518249399139236, -1.9939742536291352, -11.895300760951761, 25.54330263370497, -10.637837057358398, 14.4373760740251, -15.375876112072426, 26.1198307027599]","[0.13561815106273442, 0.11901997922649232, 0.06511653904197641, 0.07123162603852826, 0.09552920735533069, 0.07957666828243658, 0.09520629534707434, 0.07763962326503636, 0.10826210826210826, 0.08478088351997179]","['92.20', '58.44', '34.95', '39.01', '59.38', '39.40', '52.75', '37.59', '61.94', '38.46']","['26.88', '29.68', '26.70', '35.14', '14.84']","[-9.433962264150946, 11.16104868913858, -24.01821286283438, 136.7924528301887]"
Bhansali Eng,3,BEPL,500052,petrochemicals,"['0.51', '0.07', '0.09', '0.12', '0.04', '-0.09', '0.05', '0.06', '0.07', '-0.01']","[1175.0, 177.7777777777778, 79.99999999999999, 100.0, -42.85714285714286, -800.0]","['136.97', '149.47', '134.59', '164.79', '152.21', '139.34', '134.18', '116.80', '116.60', '103.61']","[-8.362882183715795, 11.05579909354335, -18.32635475453607, 8.264897181525512, 9.236400172240565, 3.8455805634222657, 14.880136986301379, 0.17152658662092868, 12.537399864877901]","[0.06191136745272688, 0.007426239379139627, 0.011590757114198677, 0.012136658777838462, 0.004861704224426778, -0.010908568967991961, 0.005962140408406618, 0.00839041095890411, 0.010377358490566037, -0.0022198629475919315]","['8.48', '1.11', '1.56', '2.00', '0.74', '-1.52', '0.80', '0.98', '1.21', '-0.23']","['0.33', '0.09', '0.07', '0.07', '2.01']","[266.6666666666667, 28.57142857142855, 0.0, -96.51741293532338]"
Blue Star,3,BLUESTARCO,500067,consumergoodswhitegoods,"['4.34', '11.80', '0.70', '1.01', '3.45', '4.76', '0.31', '0.84', '2.53', '2.06']","[25.79710144927535, 147.8991596638656, 125.8064516129032, 20.238095238095244, 36.36363636363638, 131.06796116504853]","['902.46', '990.04', '586.70', '633.34', '841.98', '863.15', '541.10', '581.02', '765.93', '850.89']","[-8.84610722799078, 68.74723027100731, -7.364133009126217, -24.77968597828927, -2.4526443839425314, 59.51764923304379, -6.870675708237231, -24.14189286227201, -9.98483940344816]","[0.04325953504864481, 0.10723809139024687, 0.010738026248508606, 0.014289323270281366, 0.036829853440699306, 0.049574233910676016, 0.005193125115505451, 0.012942755843172352, 0.029728565273588973, 0.02180070279354558]","['39.04', '106.17', '6.30', '9.05', '31.01', '42.79', '2.81', '7.52', '22.77', '18.55']","['16.96', '8.44', '5.75', '-9.91', '17.23']","[100.94786729857823, 46.782608695652165, 158.02219979818366, -157.5159605339524]"
Borosil Glass,3,BOROGLASS,502219,glassglassproducts,"['48.48', '47.26', '23.16', '80.09', '13.03', '37.70', '36.12', '11.15', '38.60', '20.53']","[272.0644666155027, 25.358090185676378, -35.880398671096344, 618.2959641255605, -66.24352331606217, 83.63370677057964]","['40.17', '55.85', '48.29', '43.08', '27.83', '48.21', '43.41', '37.10', '26.72', '41.61']","[-28.075201432408235, 15.655415199834339, 12.09377901578459, 54.79698167445204, -42.273387264053106, 11.05736005528681, 17.00808625336926, 38.84730538922157, -35.78466714732036]","[0.36270848892208113, 0.25443151298119965, 0.14412921930006212, 0.5587279480037141, 0.14085519223859144, 0.23522090852520222, 0.2499424095830454, 0.09056603773584905, 0.4341317365269461, 0.148281663061764]","['14.57', '14.21', '6.96', '24.07', '3.92', '11.34', '10.85', '3.36', '11.60', '6.17']","['163.53', '123.57', '64.81', '85.58', '46.65']","[32.33794610342317, 90.66502083011879, -24.26968917971488, 83.45123258306538]"
BPL,3,BPL,500074,consumergoodselectronic,"['2.75', '0.13', '0.07', '0.84', '0.10', '-0.09', '0.34', '0.50', '-8.45', '7.07']","[2649.9999999999995, 244.44444444444446]","['6.42', '4.57', '6.11', '7.64', '5.56', '4.74', '13.68', '22.35', '22.47', '24.93']","[40.48140043763675, -25.20458265139116, -20.026178010471195, 37.41007194244605, 17.299578059071717, -65.35087719298245, -38.79194630872484, -0.5340453938584666, -9.867629362214203]","[2.0965732087227416, 0.6236323851203501, 0.05728314238952536, 0.5379581151832461, 0.08633093525179857, -0.0970464135021097, 0.12134502923976608, 0.11006711409395972, -1.6275033377837118, 1.2045728038507824]","['13.46', '2.85', '0.35', '4.11', '0.48', '-0.46', '1.66', '2.46', '-36.57', '30.03']","['1.59', '-26.04', '-2.18', '14.55', '16.03']","[106.10599078341014, -1094.4954128440365, -114.9828178694158, -9.232688708671244]"
Britannia,3,BRITANNIA,500825,foodprocessing,"['13.99', '11.76', '10.05', '21.10', '8.99', '7.63', '8.04', '7.99', '7.21', '7.35']","[55.61735261401557, 54.12844036697248, 25.00000000000002, 164.08010012515646, 24.687933425797507, 3.8095238095238133]","['1828.68', '1846.55', '1834.31', '1801.23', '1618.37', '1619.77', '1614.43', '1594.45', '1403.44', '1486.63']","[-0.9677506701686871, 0.6672808849104028, 1.8365228205170872, 11.299023091134917, -0.08643202429975187, 0.3307668960561881, 1.2530966791056488, 13.61012939634042, -5.595877925240312]","[0.09174377146356935, 0.07638027673228452, 0.06570317994232164, 0.1404817818934839, 0.06661641033879769, 0.05650802274396982, 0.05966811815935036, 0.060008153281695883, 0.06148463774724962, 0.059093385711306776]","['167.77', '141.04', '120.52', '253.04', '107.81', '91.53', '96.33', '95.68', '86.29', '87.85']","['51.90', '30.87', '19.57', '15.63', '12.16']","[68.12439261418852, 57.74144098109352, 25.20793346129238, 28.536184210526322]"
BSL,3,BSL,514045,textilesweaving,"['2.56', '1.88', '2.48', '2.42', '0.20', '0.31', '1.20', '1.64', '0.12', '0.19']","[1180.0, 506.4516129032258, 106.66666666666667, 47.5609756097561, 66.66666666666669, 63.1578947368421]","['87.49', '87.63', '99.46', '100.79', '92.00', '83.47', '99.99', '86.43', '68.25', '70.31']","[-0.1597626383658571, -11.894228835712848, -1.319575354697899, 9.554347826086964, 10.219240445669104, -16.52165216521652, 15.688996876084676, 26.63736263736265, -2.9298819513582735]","[0.030060578351811636, 0.02213853703069725, 0.025638447617132517, 0.02470483182855442, 0.0022826086956521737, 0.003833712711153708, 0.012301230123012302, 0.019553395811639476, 0.0017582417582417582, 0.0028445455838429813]","['2.63', '1.94', '2.55', '2.49', '0.21', '0.32', '1.23', '1.69', '0.12', '0.20']","['6.99', '3.27', '0.34', '0.13', '5.50']","[113.76146788990826, 861.7647058823529, 161.53846153846155, -97.63636363636364]"
Cadila Health,3,CADILAHC,532321,pharmaceuticals,"['27.14', '16.95', '17.64', '10.58', '9.52', '7.41', '15.61', '9.89', '1.66', '4.76']",[],"['1752.90', '1337.56', '1243.67', '990.42', '897.13', '839.96', '706.98', '712.37', '647.75', '623.23']","[31.05206495409553, 7.549430315115735, 25.569960218897048, 10.398715905164241, 6.80627648935663, 18.809584429545392, -0.7566292797282292, 9.976071015052105, 3.9343420567045846]","[0.3170460379941811, 0.2594724722629265, 0.2903985784010228, 0.21877587286201816, 0.21728177633118947, 0.1806752702509643, 0.45216272030326177, 0.28430450468155594, 0.05242763411810112, 0.1563628195048377]","['555.75', '347.06', '361.16', '216.68', '194.93', '151.76', '319.67', '202.53', '33.96', '97.45']","['62.08', '44.13', '22.79', '32.11', '29.81']","[40.675277588941746, 93.63756033347961, -29.025225786359393, 7.715531700771557]"
Cantabil Retail,3,CANTABIL,533267,retail,"['0.76', '0.55', '0.86', '0.21', '0.15', '-0.83', '-0.67', '-3.00', '-1.15', '-11.87']","[406.66666666666663, 166.26506024096386, 228.35820895522386, 107.0, 113.04347826086956, 93.00758213984835]","['31.62', '37.99', '39.73', '33.89', '26.67', '34.97', '30.98', '23.83', '20.87', '34.73']","[-16.76757041326665, -4.379562043795608, 17.23222189436411, 27.071616047993995, -23.734629682585066, 12.879276952872814, 30.00419639110366, 14.18303785337804, -39.90786063921681]","[0.0392156862745098, 0.023690444853908924, 0.03548955449282658, 0.010032457952198289, 0.008998875140607423, -0.038890477552187594, -0.035183989670755325, -0.20478388585816198, -0.08528988979396263, -0.5545637777137922]","['1.24', '0.90', '1.41', '0.34', '0.24', '-1.36', '-1.09', '-4.88', '-1.78', '-19.26']","['1.77', '-5.65', '-20.89', '-17.10', '10.11']","[131.32743362831857, 72.95356629966491, -22.16374269005847, -269.13946587537095]"
Caplin Labs,3,CAPLIPOINT,524742,pharmaceuticals,"['8.40', '7.01', '6.03', '5.64', '4.58', '4.54', '5.33', '2.51', '1.05', '2.43']","[83.4061135371179, 54.405286343612325, 13.133208255159479, 124.7011952191235, 336.1904761904762, 86.8312757201646]","['67.55', '60.92', '57.46', '54.38', '45.93', '41.39', '40.85', '39.76', '35.93', '29.11']","[10.883125410374253, 6.021580229725028, 5.663847002574472, 18.397561506640546, 10.968833051461703, 1.3219094247246, 2.741448692152926, 10.659615919844137, 23.428375128821713]","[0.18800888230940044, 0.17399868680236374, 0.1585450748346676, 0.1568591393894814, 0.15088177661659047, 0.16598212128533463, 0.197062423500612, 0.09532193158953722, 0.04425271360979683, 0.12607351425626934]","['12.70', '10.60', '9.11', '8.53', '6.93', '6.87', '8.05', '3.79', '1.59', '3.67']","['27.09', '16.97', '9.47', '5.42', '4.30']","[59.63464938126106, 79.19746568109818, 74.72324723247233, 26.04651162790698]"
Chambal Fert,3,CHAMBLFERT,500085,fertilisers,"['3.52', '-2.49', '3.48', '2.76', '1.94', '0.14', '2.17', '2.26', '2.71', '0.55']","[81.44329896907217, -1878.5714285714284, 60.36866359447005, 22.123893805309734, -28.413284132841333, -74.54545454545455]","['2439.08', '1544.82', '2823.12', '2506.64', '1993.48', '1441.18', '2359.25', '2488.77', '1687.22', '1543.45']","[57.88765034114007, -45.27969055513049, 12.625666230491813, 25.74191865481469, 38.32276329119193, -38.913637808625616, -5.204177163819878, 47.507141925771386, 9.314846609867503]","[0.059989832231825115, -0.06704340958817208, 0.05126951741335828, 0.045806338365301756, 0.040532134759315365, 0.003906521045254583, 0.038266398219773234, 0.03783796815294302, 0.06696222187977857, 0.014862807347176779]","['146.32', '-103.57', '144.74', '114.82', '80.80', '5.63', '90.28', '94.17', '112.98', '22.94']","['5.69', '7.28', '7.34', '5.94', '7.81']","[-21.84065934065934, -0.8174386920980874, 23.56902356902356, -23.943661971830977]"
Chokhani Sec,3,,511742,financegeneral,"['1.78', '0.55', '-0.25', '1.80', '1.45', '4.75', '1.03', '0.61', '1.65', '--']","[22.758620689655178, -88.42105263157896, -124.27184466019416, 195.08196721311475, -12.12121212121212]","['0.66', '-0.73', '-0.35', '0.38', '0.77', '2.58', '0.91', '0.76', '1.09', '1.83']","[-190.4109589041096, 108.57142857142858, -192.10526315789474, -50.64935064935065, -70.15503875968993, 183.5164835164835, 19.73684210526316, -30.275229357798167, -40.43715846994536]","[1.2727272727272727, -0.35616438356164387, 0.34285714285714286, 2.236842105263158, 0.8831168831168832, 0.8643410852713178, 0.5274725274725275, 0.381578947368421, 0.7155963302752293, 0.0]","['0.84', '0.26', '-0.12', '0.85', '0.68', '2.23', '0.48', '0.29', '0.78', '0.00']","['8.04', '3.57', '2.35', '1.18', '--']","[125.21008403361343, 51.914893617021264, 99.15254237288137]"
CIL Nova Petro,3,CNOVAPETRO,533407,textilesmanmade,"['0.81', '1.72', '0.14', '0.45', '0.66', '0.25', '0.57', '0.37', '0.28', '0.01']","[22.72727272727273, 588.0, -75.43859649122805, 21.621621621621625, 135.7142857142857, 2400.0]","['56.87', '62.76', '51.66', '64.04', '64.55', '84.24', '75.61', '73.75', '83.37', '54.58']","[-9.384958572339071, 21.486643437862956, -19.331667707682712, -0.7900852052672207, -23.37369420702754, 11.413834148922094, 2.522033898305084, -11.538922873935473, 52.74825943569075]","[0.019342359767891684, 0.03712555768005099, 0.0036778939217963613, 0.009525296689569019, 0.013787761425251744, 0.004036087369420703, 0.010183838116651236, 0.013694915254237288, 0.009235936188077245, 0.00036643459142543056]","['1.10', '2.33', '0.19', '0.61', '0.89', '0.34', '0.77', '1.01', '0.77', '0.02']","['2.96', '2.14', '1.02', '1.73', '0.78']","[38.31775700934578, 109.80392156862746, -41.04046242774566, 121.79487179487178]"
Cipla,3,CIPLA,500087,pharmaceuticals,"['8.59', '2.66', '3.72', '4.18', '4.14', '3.44', '3.25', '4.68', '5.91', '3.33']","[107.48792270531402, -22.67441860465116, 14.461538461538467, -10.683760683760685, -29.94923857868021, 3.3033033033032995]","['3466.91', '2607.32', '2325.17', '2349.28', '2401.52', '2194.19', '2253.20', '2302.86', '2284.70', '1906.21']","[32.96833530214932, 12.134596610140337, -1.0262718790437975, -2.1752889836436835, 9.449044977873381, -2.6189419492277546, -2.1564489374082796, 0.794852715892691, 19.855629757476866]","[0.19903891361471743, 0.08203826150990289, 0.12857124425310837, 0.14305233944016887, 0.138316566174756, 0.12607841618091414, 0.11573317947807563, 0.16328825894756951, 0.20786098831356414, 0.1403622895693549]","['690.05', '213.90', '298.95', '336.07', '332.17', '276.64', '260.77', '376.03', '474.90', '267.56']","['14.71', '17.29', '18.77', '14.00', '12.05']","[-14.921920185078072, -7.884922749067663, 34.07142857142857, 16.182572614107876]"
Conart Engineer,3,,522231,constructioncontractingcivil,"['1.25', '0.28', '0.69', '2.65', '0.12', '0.58', '-0.43', '0.16', '-0.04', '-0.73']","[941.6666666666666, -51.72413793103448, 260.4651162790697, 1556.2499999999998, 400.0, 179.45205479452056]","['5.86', '7.96', '4.35', '4.04', '2.77', '2.24', '1.11', '1.94', '3.13', '6.69']","[-26.38190954773869, 82.98850574712645, 7.673267326732663, 45.84837545126354, 23.660714285714274, 101.8018018018018, -42.783505154639165, -38.019169329073485, -53.21375186846039]","[0.06313993174061433, 0.010050251256281407, 0.04827586206896552, 0.19554455445544555, 0.01444043321299639, 0.08035714285714285, -0.11711711711711711, 0.025773195876288662, -0.0031948881789137383, -0.032884902840059786]","['0.37', '0.08', '0.21', '0.79', '0.04', '0.18', '-0.13', '0.05', '-0.01', '-0.22']","['3.74', '0.27', '-0.79', '2.56', '2.58']","[1285.1851851851852, 134.17721518987344, -130.859375, -0.7751937984496131]"
Consol Finvest,3,CONSOFINVT,500226,financegeneral,"['1.61', '-0.22', '-0.05', '0.18', '0.55', '-1.68', '0.15', '0.15', '0.22', '0.08']","[192.72727272727272, 86.90476190476191, -133.33333333333334, 20.0, 150.00000000000003, -2200.0]","['0.18', '0.11', '0.13', '0.15', '0.15', '0.39', '0.40', '0.41', '1.02', '1.08']","[63.636363636363626, -15.384615384615389, -13.333333333333327, 0.0, -61.53846153846154, -2.500000000000002, -2.4390243902438913, -59.80392156862746, -5.55555555555556]","[29.0, -6.363636363636363, -1.1538461538461537, 3.8, 11.8, -13.897435897435896, 1.25, 1.2195121951219512, 0.6862745098039215, 0.24074074074074073]","['5.22', '-0.70', '-0.15', '0.57', '1.77', '-5.42', '0.50', '0.50', '0.70', '0.26']","['0.46', '-1.15', '2.36', '1.12', '--']","[140.0, -148.72881355932205, 110.71428571428568]"
Coral Labs,3,,524506,pharmaceuticals,"['7.75', '7.35', '8.25', '6.98', '4.20', '5.20', '4.00', '6.30', '5.62', '5.24']","[84.52380952380952, 41.34615384615383, 106.25, 10.793650793650803, -25.266903914590742, -0.7633587786259549]","['13.96', '17.94', '13.55', '14.54', '11.46', '14.43', '11.11', '11.87', '11.69', '12.29']","[-22.1850613154961, 32.398523985239855, -6.808803301237953, 26.876090750436283, -20.582120582120574, 29.882988298829886, -6.40269587194608, 1.539777587681777, -4.882017900732301]","[0.1984240687679083, 0.14659977703455962, 0.2177121771217712, 0.17125171939477307, 0.13089005235602094, 0.1288981288981289, 0.15751575157515751, 0.18955349620893008, 0.17194183062446533, 0.15215622457282346]","['2.77', '2.63', '2.95', '2.49', '1.50', '1.86', '1.75', '2.25', '2.01', '1.87']","['26.79', '22.02', '16.87', '16.24', '12.45']","[21.662125340599452, 30.52756372258446, 3.8793103448276023, 30.441767068273084]"
CSS Technergy,3,,538922,computerssoftwaremediumsmall,"['0.87', '2.26', '0.21', '0.20', '0.20', '1.01', '0.15', '0.02', '0.02', '-24.03']","[334.99999999999994, 123.76237623762374, 40.0, 900.0, 900.0, 104.20307948397836]","['6.00', '7.65', '3.79', '4.91', '3.33', '3.70', '3.19', '2.73', '2.84', '2.68']","[-21.568627450980397, 101.84696569920845, -22.810590631364562, 47.44744744744745, -10.000000000000002, 15.987460815047031, 16.849816849816847, -3.873239436619714, 5.970149253731331]","[0.10833333333333334, 0.21960784313725487, 0.04221635883905013, 0.03054989816700611, 0.04504504504504504, 0.18648648648648647, 0.031347962382445145, 0.003663003663003663, 0.0035211267605633804, -6.063432835820895]","['0.65', '1.68', '0.16', '0.15', '0.15', '0.69', '0.10', '0.01', '0.01', '-16.25']","['2.86', '1.19', '-24.46', '3.21', '1.00']","[140.3361344537815, 104.86508585445627, -861.9937694704051, 221.0]"
